,screen_pixel_size,new_response_max,new_response_min,viewing_distance,image_height,image_width,num_flank,flank_distance,target_orientation,flank_orientation,gap,offset,image,sigma,K,rms,rrms,resp.keys,resp.rt,expName,session,date,participant
128,0.282,100,0,22.0,600,600,1,2.58,0,45,0,10,pachai_01_2.58_00_45_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,pachai,0,2019_Jun_16_1310,model
129,0.282,100,0,22.0,600,600,1,2.58,0,45,1,10,pachai_01_2.58_00_45_01.png,0.8119026961336693,5.0,0.0877174143936195,0.026208302523226163,0,0,pachai,0,2019_Jun_16_1310,model
130,0.282,100,0,22.0,600,600,1,2.58,0,135,0,10,pachai_01_2.58_00_135_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,pachai,0,2019_Jun_16_1310,model
131,0.282,100,0,22.0,600,600,1,2.58,0,135,1,10,pachai_01_2.58_00_135_01.png,0.8119026961336693,5.0,0.08769903366420057,0.026203322617791052,0,0,pachai,0,2019_Jun_16_1310,model
132,0.282,100,0,22.0,600,600,1,2.58,0,225,0,10,pachai_01_2.58_00_225_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,pachai,0,2019_Jun_16_1310,model
133,0.282,100,0,22.0,600,600,1,2.58,0,225,1,10,pachai_01_2.58_00_225_01.png,0.8119026961336693,5.0,0.08771741439361952,0.02620830252322616,0,0,pachai,0,2019_Jun_16_1310,model
134,0.282,100,0,22.0,600,600,1,2.58,0,315,0,10,pachai_01_2.58_00_315_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,pachai,0,2019_Jun_16_1310,model
135,0.282,100,0,22.0,600,600,1,2.58,0,315,1,10,pachai_01_2.58_00_315_01.png,0.8119026961336693,5.0,0.0877284407209458,0.026212562343593537,0,0,pachai,0,2019_Jun_16_1310,model
136,0.282,100,0,22.0,600,600,1,2.58,90,45,0,10,pachai_01_2.58_90_45_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865565,0,0,pachai,0,2019_Jun_16_1310,model
137,0.282,100,0,22.0,600,600,1,2.58,90,45,1,10,pachai_01_2.58_90_45_01.png,0.8119026961336693,5.0,0.08765858057142914,0.026187578199904367,0,0,pachai,0,2019_Jun_16_1310,model
138,0.282,100,0,22.0,600,600,1,2.58,90,135,0,10,pachai_01_2.58_90_135_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865565,0,0,pachai,0,2019_Jun_16_1310,model
139,0.282,100,0,22.0,600,600,1,2.58,90,135,1,10,pachai_01_2.58_90_135_01.png,0.8119026961336693,5.0,0.08764018575576135,0.026182594352722258,0,0,pachai,0,2019_Jun_16_1310,model
140,0.282,100,0,22.0,600,600,1,2.58,90,225,0,10,pachai_01_2.58_90_225_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865565,0,0,pachai,0,2019_Jun_16_1310,model
141,0.282,100,0,22.0,600,600,1,2.58,90,225,1,10,pachai_01_2.58_90_225_01.png,0.8119026961336693,5.0,0.08765858057142913,0.026187578199904363,0,0,pachai,0,2019_Jun_16_1310,model
142,0.282,100,0,22.0,600,600,1,2.58,90,315,0,10,pachai_01_2.58_90_315_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865565,0,0,pachai,0,2019_Jun_16_1310,model
143,0.282,100,0,22.0,600,600,1,2.58,90,315,1,10,pachai_01_2.58_90_315_01.png,0.8119026961336693,5.0,0.08766961534625248,0.0261918413908595,0,0,pachai,0,2019_Jun_16_1310,model
144,0.282,100,0,22.0,600,600,1,2.58,180,45,0,10,pachai_01_2.58_180_45_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865562,0,0,pachai,0,2019_Jun_16_1310,model
145,0.282,100,0,22.0,600,600,1,2.58,180,45,1,10,pachai_01_2.58_180_45_01.png,0.8119026961336693,5.0,0.08765858057142914,0.026187578199904363,0,0,pachai,0,2019_Jun_16_1310,model
146,0.282,100,0,22.0,600,600,1,2.58,180,135,0,10,pachai_01_2.58_180_135_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865562,0,0,pachai,0,2019_Jun_16_1310,model
147,0.282,100,0,22.0,600,600,1,2.58,180,135,1,10,pachai_01_2.58_180_135_01.png,0.8119026961336693,5.0,0.08764018575576135,0.02618259435272225,0,0,pachai,0,2019_Jun_16_1310,model
148,0.282,100,0,22.0,600,600,1,2.58,180,225,0,10,pachai_01_2.58_180_225_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865562,0,0,pachai,0,2019_Jun_16_1310,model
149,0.282,100,0,22.0,600,600,1,2.58,180,225,1,10,pachai_01_2.58_180_225_01.png,0.8119026961336693,5.0,0.08765858057142913,0.02618757819990436,0,0,pachai,0,2019_Jun_16_1310,model
150,0.282,100,0,22.0,600,600,1,2.58,180,315,0,10,pachai_01_2.58_180_315_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865562,0,0,pachai,0,2019_Jun_16_1310,model
151,0.282,100,0,22.0,600,600,1,2.58,180,315,1,10,pachai_01_2.58_180_315_01.png,0.8119026961336693,5.0,0.08766961534625248,0.02619184139085951,0,0,pachai,0,2019_Jun_16_1310,model
152,0.282,100,0,22.0,600,600,1,2.58,270,45,0,10,pachai_01_2.58_270_45_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,pachai,0,2019_Jun_16_1310,model
153,0.282,100,0,22.0,600,600,1,2.58,270,45,1,10,pachai_01_2.58_270_45_01.png,0.8119026961336693,5.0,0.08771741439361952,0.026208302523226163,0,0,pachai,0,2019_Jun_16_1310,model
154,0.282,100,0,22.0,600,600,1,2.58,270,135,0,10,pachai_01_2.58_270_135_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,pachai,0,2019_Jun_16_1310,model
155,0.282,100,0,22.0,600,600,1,2.58,270,135,1,10,pachai_01_2.58_270_135_01.png,0.8119026961336693,5.0,0.08769903366420057,0.026203322617791045,0,0,pachai,0,2019_Jun_16_1310,model
156,0.282,100,0,22.0,600,600,1,2.58,270,225,0,10,pachai_01_2.58_270_225_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,pachai,0,2019_Jun_16_1310,model
157,0.282,100,0,22.0,600,600,1,2.58,270,225,1,10,pachai_01_2.58_270_225_01.png,0.8119026961336693,5.0,0.08771741439361952,0.026208302523226167,0,0,pachai,0,2019_Jun_16_1310,model
158,0.282,100,0,22.0,600,600,1,2.58,270,315,0,10,pachai_01_2.58_270_315_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,pachai,0,2019_Jun_16_1310,model
159,0.282,100,0,22.0,600,600,1,2.58,270,315,1,10,pachai_01_2.58_270_315_01.png,0.8119026961336693,5.0,0.0877284407209458,0.02621256234359354,0,0,pachai,0,2019_Jun_16_1310,model
160,0.282,100,0,22.0,600,600,1,3.9,0,45,0,10,pachai_01_3.9_00_45_00.png,0.8119026961336693,5.0,0.10297795830629163,0.030606209556203443,0,0,pachai,0,2019_Jun_16_1310,model
161,0.282,100,0,22.0,600,600,1,3.9,0,45,1,10,pachai_01_3.9_00_45_01.png,0.8119026961336693,5.0,0.10123934456506127,0.030237374727504374,0,0,pachai,0,2019_Jun_16_1310,model
162,0.282,100,0,22.0,600,600,1,3.9,0,135,0,10,pachai_01_3.9_00_135_00.png,0.8119026961336693,5.0,0.10297795830629163,0.030606209556203443,0,0,pachai,0,2019_Jun_16_1310,model
163,0.282,100,0,22.0,600,600,1,3.9,0,135,1,10,pachai_01_3.9_00_135_01.png,0.8119026961336693,5.0,0.10122690782651633,0.030234010444710222,0,0,pachai,0,2019_Jun_16_1310,model
164,0.282,100,0,22.0,600,600,1,3.9,0,225,0,10,pachai_01_3.9_00_225_00.png,0.8119026961336693,5.0,0.10297795830629163,0.030606209556203443,0,0,pachai,0,2019_Jun_16_1310,model
165,0.282,100,0,22.0,600,600,1,3.9,0,225,1,10,pachai_01_3.9_00_225_01.png,0.8119026961336693,5.0,0.10123934456506126,0.030237374727504377,0,0,pachai,0,2019_Jun_16_1310,model
166,0.282,100,0,22.0,600,600,1,3.9,0,315,0,10,pachai_01_3.9_00_315_00.png,0.8119026961336693,5.0,0.10297795830629163,0.030606209556203443,0,0,pachai,0,2019_Jun_16_1310,model
167,0.282,100,0,22.0,600,600,1,3.9,0,315,1,10,pachai_01_3.9_00_315_01.png,0.8119026961336693,5.0,0.10124556224802564,0.03024124161403586,0,0,pachai,0,2019_Jun_16_1310,model
168,0.282,100,0,22.0,600,600,1,3.9,90,45,0,10,pachai_01_3.9_90_45_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,pachai,0,2019_Jun_16_1310,model
169,0.282,100,0,22.0,600,600,1,3.9,90,45,1,10,pachai_01_3.9_90_45_01.png,0.8119026961336693,5.0,0.10118958662387807,0.030219413648161404,0,0,pachai,0,2019_Jun_16_1310,model
170,0.282,100,0,22.0,600,600,1,3.9,90,135,0,10,pachai_01_3.9_90_135_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,pachai,0,2019_Jun_16_1310,model
171,0.282,100,0,22.0,600,600,1,3.9,90,135,1,10,pachai_01_3.9_90_135_01.png,0.8119026961336693,5.0,0.10117714255841265,0.030216047365564047,0,0,pachai,0,2019_Jun_16_1310,model
172,0.282,100,0,22.0,600,600,1,3.9,90,225,0,10,pachai_01_3.9_90_225_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,pachai,0,2019_Jun_16_1310,model
173,0.282,100,0,22.0,600,600,1,3.9,90,225,1,10,pachai_01_3.9_90_225_01.png,0.8119026961336693,5.0,0.10118958662387807,0.0302194136481614,0,0,pachai,0,2019_Jun_16_1310,model
174,0.282,100,0,22.0,600,600,1,3.9,90,315,0,10,pachai_01_3.9_90_315_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,pachai,0,2019_Jun_16_1310,model
175,0.282,100,0,22.0,600,600,1,3.9,90,315,1,10,pachai_01_3.9_90_315_01.png,0.8119026961336693,5.0,0.10119580796928974,0.030223282832704618,0,0,pachai,0,2019_Jun_16_1310,model
176,0.282,100,0,22.0,600,600,1,3.9,180,45,0,10,pachai_01_3.9_180_45_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,pachai,0,2019_Jun_16_1310,model
177,0.282,100,0,22.0,600,600,1,3.9,180,45,1,10,pachai_01_3.9_180_45_01.png,0.8119026961336693,5.0,0.10118958662387807,0.0302194136481614,0,0,pachai,0,2019_Jun_16_1310,model
178,0.282,100,0,22.0,600,600,1,3.9,180,135,0,10,pachai_01_3.9_180_135_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,pachai,0,2019_Jun_16_1310,model
179,0.282,100,0,22.0,600,600,1,3.9,180,135,1,10,pachai_01_3.9_180_135_01.png,0.8119026961336693,5.0,0.10117714255841265,0.03021604736556405,0,0,pachai,0,2019_Jun_16_1310,model
180,0.282,100,0,22.0,600,600,1,3.9,180,225,0,10,pachai_01_3.9_180_225_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,pachai,0,2019_Jun_16_1310,model
181,0.282,100,0,22.0,600,600,1,3.9,180,225,1,10,pachai_01_3.9_180_225_01.png,0.8119026961336693,5.0,0.10118958662387807,0.0302194136481614,0,0,pachai,0,2019_Jun_16_1310,model
182,0.282,100,0,22.0,600,600,1,3.9,180,315,0,10,pachai_01_3.9_180_315_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,pachai,0,2019_Jun_16_1310,model
183,0.282,100,0,22.0,600,600,1,3.9,180,315,1,10,pachai_01_3.9_180_315_01.png,0.8119026961336693,5.0,0.10119580796928974,0.030223282832704614,0,0,pachai,0,2019_Jun_16_1310,model
184,0.282,100,0,22.0,600,600,1,3.9,270,45,0,10,pachai_01_3.9_270_45_00.png,0.8119026961336693,5.0,0.10297795830629163,0.03060620955620344,0,0,pachai,0,2019_Jun_16_1310,model
185,0.282,100,0,22.0,600,600,1,3.9,270,45,1,10,pachai_01_3.9_270_45_01.png,0.8119026961336693,5.0,0.10123934456506127,0.030237374727504374,0,0,pachai,0,2019_Jun_16_1310,model
186,0.282,100,0,22.0,600,600,1,3.9,270,135,0,10,pachai_01_3.9_270_135_00.png,0.8119026961336693,5.0,0.10297795830629163,0.03060620955620344,0,0,pachai,0,2019_Jun_16_1310,model
187,0.282,100,0,22.0,600,600,1,3.9,270,135,1,10,pachai_01_3.9_270_135_01.png,0.8119026961336693,5.0,0.10122690782651632,0.03023401044471022,0,0,pachai,0,2019_Jun_16_1310,model
188,0.282,100,0,22.0,600,600,1,3.9,270,225,0,10,pachai_01_3.9_270_225_00.png,0.8119026961336693,5.0,0.10297795830629163,0.03060620955620344,0,0,pachai,0,2019_Jun_16_1310,model
189,0.282,100,0,22.0,600,600,1,3.9,270,225,1,10,pachai_01_3.9_270_225_01.png,0.8119026961336693,5.0,0.10123934456506126,0.030237374727504377,0,0,pachai,0,2019_Jun_16_1310,model
190,0.282,100,0,22.0,600,600,1,3.9,270,315,0,10,pachai_01_3.9_270_315_00.png,0.8119026961336693,5.0,0.10297795830629163,0.03060620955620344,0,0,pachai,0,2019_Jun_16_1310,model
191,0.282,100,0,22.0,600,600,1,3.9,270,315,1,10,pachai_01_3.9_270_315_01.png,0.8119026961336693,5.0,0.10124556224802564,0.030241241614035866,0,0,pachai,0,2019_Jun_16_1310,model
192,0.282,100,0,22.0,600,600,5,-1.0,0,45,0,10,pachai_05_-1_00_45_00.png,0.8119026961336693,5.0,0.0365366367982275,0.0110957493208992,0,0,pachai,0,2019_Jun_16_1310,model
193,0.282,100,0,22.0,600,600,5,-1.0,0,45,1,10,pachai_05_-1_00_45_01.png,0.8119026961336693,5.0,0.0365366367982275,0.0110957493208992,0,0,pachai,0,2019_Jun_16_1310,model
194,0.282,100,0,22.0,600,600,5,-1.0,0,135,0,10,pachai_05_-1_00_135_00.png,0.8119026961336693,5.0,0.0365366367982275,0.0110957493208992,0,0,pachai,0,2019_Jun_16_1310,model
195,0.282,100,0,22.0,600,600,5,-1.0,0,135,1,10,pachai_05_-1_00_135_01.png,0.8119026961336693,5.0,0.0365366367982275,0.0110957493208992,0,0,pachai,0,2019_Jun_16_1310,model
196,0.282,100,0,22.0,600,600,5,-1.0,0,225,0,10,pachai_05_-1_00_225_00.png,0.8119026961336693,5.0,0.0365366367982275,0.0110957493208992,0,0,pachai,0,2019_Jun_16_1310,model
197,0.282,100,0,22.0,600,600,5,-1.0,0,225,1,10,pachai_05_-1_00_225_01.png,0.8119026961336693,5.0,0.0365366367982275,0.0110957493208992,0,0,pachai,0,2019_Jun_16_1310,model
198,0.282,100,0,22.0,600,600,5,-1.0,0,315,0,10,pachai_05_-1_00_315_00.png,0.8119026961336693,5.0,0.0365366367982275,0.0110957493208992,0,0,pachai,0,2019_Jun_16_1310,model
199,0.282,100,0,22.0,600,600,5,-1.0,0,315,1,10,pachai_05_-1_00_315_01.png,0.8119026961336693,5.0,0.0365366367982275,0.0110957493208992,0,0,pachai,0,2019_Jun_16_1310,model
200,0.282,100,0,22.0,600,600,5,-1.0,90,45,0,10,pachai_05_-1_90_45_00.png,0.8119026961336693,5.0,0.03638709260435219,0.01104670918506495,0,0,pachai,0,2019_Jun_16_1310,model
201,0.282,100,0,22.0,600,600,5,-1.0,90,45,1,10,pachai_05_-1_90_45_01.png,0.8119026961336693,5.0,0.03638709260435219,0.01104670918506495,0,0,pachai,0,2019_Jun_16_1310,model
202,0.282,100,0,22.0,600,600,5,-1.0,90,135,0,10,pachai_05_-1_90_135_00.png,0.8119026961336693,5.0,0.03638709260435219,0.01104670918506495,0,0,pachai,0,2019_Jun_16_1310,model
203,0.282,100,0,22.0,600,600,5,-1.0,90,135,1,10,pachai_05_-1_90_135_01.png,0.8119026961336693,5.0,0.03638709260435219,0.01104670918506495,0,0,pachai,0,2019_Jun_16_1310,model
204,0.282,100,0,22.0,600,600,5,-1.0,90,225,0,10,pachai_05_-1_90_225_00.png,0.8119026961336693,5.0,0.03638709260435219,0.01104670918506495,0,0,pachai,0,2019_Jun_16_1310,model
205,0.282,100,0,22.0,600,600,5,-1.0,90,225,1,10,pachai_05_-1_90_225_01.png,0.8119026961336693,5.0,0.03638709260435219,0.01104670918506495,0,0,pachai,0,2019_Jun_16_1310,model
206,0.282,100,0,22.0,600,600,5,-1.0,90,315,0,10,pachai_05_-1_90_315_00.png,0.8119026961336693,5.0,0.03638709260435219,0.01104670918506495,0,0,pachai,0,2019_Jun_16_1310,model
207,0.282,100,0,22.0,600,600,5,-1.0,90,315,1,10,pachai_05_-1_90_315_01.png,0.8119026961336693,5.0,0.03638709260435219,0.01104670918506495,0,0,pachai,0,2019_Jun_16_1310,model
208,0.282,100,0,22.0,600,600,5,-1.0,180,45,0,10,pachai_05_-1_180_45_00.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,pachai,0,2019_Jun_16_1310,model
209,0.282,100,0,22.0,600,600,5,-1.0,180,45,1,10,pachai_05_-1_180_45_01.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,pachai,0,2019_Jun_16_1310,model
210,0.282,100,0,22.0,600,600,5,-1.0,180,135,0,10,pachai_05_-1_180_135_00.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,pachai,0,2019_Jun_16_1310,model
211,0.282,100,0,22.0,600,600,5,-1.0,180,135,1,10,pachai_05_-1_180_135_01.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,pachai,0,2019_Jun_16_1310,model
212,0.282,100,0,22.0,600,600,5,-1.0,180,225,0,10,pachai_05_-1_180_225_00.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,pachai,0,2019_Jun_16_1310,model
213,0.282,100,0,22.0,600,600,5,-1.0,180,225,1,10,pachai_05_-1_180_225_01.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,pachai,0,2019_Jun_16_1310,model
214,0.282,100,0,22.0,600,600,5,-1.0,180,315,0,10,pachai_05_-1_180_315_00.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,pachai,0,2019_Jun_16_1310,model
215,0.282,100,0,22.0,600,600,5,-1.0,180,315,1,10,pachai_05_-1_180_315_01.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,pachai,0,2019_Jun_16_1310,model
216,0.282,100,0,22.0,600,600,5,-1.0,270,45,0,10,pachai_05_-1_270_45_00.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,pachai,0,2019_Jun_16_1310,model
217,0.282,100,0,22.0,600,600,5,-1.0,270,45,1,10,pachai_05_-1_270_45_01.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,pachai,0,2019_Jun_16_1310,model
218,0.282,100,0,22.0,600,600,5,-1.0,270,135,0,10,pachai_05_-1_270_135_00.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,pachai,0,2019_Jun_16_1310,model
219,0.282,100,0,22.0,600,600,5,-1.0,270,135,1,10,pachai_05_-1_270_135_01.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,pachai,0,2019_Jun_16_1310,model
220,0.282,100,0,22.0,600,600,5,-1.0,270,225,0,10,pachai_05_-1_270_225_00.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,pachai,0,2019_Jun_16_1310,model
221,0.282,100,0,22.0,600,600,5,-1.0,270,225,1,10,pachai_05_-1_270_225_01.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,pachai,0,2019_Jun_16_1310,model
222,0.282,100,0,22.0,600,600,5,-1.0,270,315,0,10,pachai_05_-1_270_315_00.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,pachai,0,2019_Jun_16_1310,model
223,0.282,100,0,22.0,600,600,5,-1.0,270,315,1,10,pachai_05_-1_270_315_01.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,pachai,0,2019_Jun_16_1310,model
224,0.282,100,0,22.0,600,600,5,0.5,0,45,0,10,pachai_05_0.5_00_45_00.png,0.8119026961336693,5.0,0.1702153797488128,0.05306699989962606,0,0,pachai,0,2019_Jun_16_1310,model
225,0.282,100,0,22.0,600,600,5,0.5,0,45,1,10,pachai_05_0.5_00_45_01.png,0.8119026961336693,5.0,0.16604566922965666,0.05206806401962154,0,0,pachai,0,2019_Jun_16_1310,model
226,0.282,100,0,22.0,600,600,5,0.5,0,135,0,10,pachai_05_0.5_00_135_00.png,0.8119026961336693,5.0,0.1702153797488128,0.05306699989962606,0,0,pachai,0,2019_Jun_16_1310,model
227,0.282,100,0,22.0,600,600,5,0.5,0,135,1,10,pachai_05_0.5_00_135_01.png,0.8119026961336693,5.0,0.1660101000273213,0.052050837449726745,0,0,pachai,0,2019_Jun_16_1310,model
228,0.282,100,0,22.0,600,600,5,0.5,0,225,0,10,pachai_05_0.5_00_225_00.png,0.8119026961336693,5.0,0.1702153797488128,0.05306699989962606,0,0,pachai,0,2019_Jun_16_1310,model
229,0.282,100,0,22.0,600,600,5,0.5,0,225,1,10,pachai_05_0.5_00_225_01.png,0.8119026961336693,5.0,0.16604566922965666,0.05206452312780828,0,0,pachai,0,2019_Jun_16_1310,model
230,0.282,100,0,22.0,600,600,5,0.5,0,315,0,10,pachai_05_0.5_00_315_00.png,0.8119026961336693,5.0,0.1702153797488128,0.05306699989962606,0,0,pachai,0,2019_Jun_16_1310,model
231,0.282,100,0,22.0,600,600,5,0.5,0,315,1,10,pachai_05_0.5_00_315_01.png,0.8119026961336693,5.0,0.16608122471805317,0.05208132232011595,0,0,pachai,0,2019_Jun_16_1310,model
232,0.282,100,0,22.0,600,600,5,0.5,90,45,0,10,pachai_05_0.5_90_45_00.png,0.8119026961336693,5.0,0.17019174002783574,0.05305702905556272,0,0,pachai,0,2019_Jun_16_1310,model
233,0.282,100,0,22.0,600,600,5,0.5,90,45,1,10,pachai_05_0.5_90_45_01.png,0.8119026961336693,5.0,0.16602092688901424,0.05205771431706635,0,0,pachai,0,2019_Jun_16_1310,model
234,0.282,100,0,22.0,600,600,5,0.5,90,135,0,10,pachai_05_0.5_90_135_00.png,0.8119026961336693,5.0,0.17019174002783574,0.05305702905556272,0,0,pachai,0,2019_Jun_16_1310,model
235,0.282,100,0,22.0,600,600,5,0.5,90,135,1,10,pachai_05_0.5_90_135_01.png,0.8119026961336693,5.0,0.16598534814134783,0.05204409542667497,0,0,pachai,0,2019_Jun_16_1310,model
236,0.282,100,0,22.0,600,600,5,0.5,90,225,0,10,pachai_05_0.5_90_225_00.png,0.8119026961336693,5.0,0.17019174002783574,0.05305702905556272,0,0,pachai,0,2019_Jun_16_1310,model
237,0.282,100,0,22.0,600,600,5,0.5,90,225,1,10,pachai_05_0.5_90_225_01.png,0.8119026961336693,5.0,0.16602092688901413,0.05205436026292125,0,0,pachai,0,2019_Jun_16_1310,model
238,0.282,100,0,22.0,600,600,5,0.5,90,315,0,10,pachai_05_0.5_90_315_00.png,0.8119026961336693,5.0,0.17019174002783574,0.05305702905556272,0,0,pachai,0,2019_Jun_16_1310,model
239,0.282,100,0,22.0,600,600,5,0.5,90,315,1,10,pachai_05_0.5_90_315_01.png,0.8119026961336693,5.0,0.1660564919166092,0.052066637915331525,0,0,pachai,0,2019_Jun_16_1310,model
240,0.282,100,0,22.0,600,600,5,0.5,180,45,0,10,pachai_05_0.5_180_45_00.png,0.8119026961336693,5.0,0.17019174002783577,0.05305702905556272,0,0,pachai,0,2019_Jun_16_1310,model
241,0.282,100,0,22.0,600,600,5,0.5,180,45,1,10,pachai_05_0.5_180_45_01.png,0.8119026961336693,5.0,0.16602092688901424,0.05205436026292125,0,0,pachai,0,2019_Jun_16_1310,model
242,0.282,100,0,22.0,600,600,5,0.5,180,135,0,10,pachai_05_0.5_180_135_00.png,0.8119026961336693,5.0,0.17019174002783577,0.05305702905556272,0,0,pachai,0,2019_Jun_16_1310,model
243,0.282,100,0,22.0,600,600,5,0.5,180,135,1,10,pachai_05_0.5_180_135_01.png,0.8119026961336693,5.0,0.1659853481413478,0.052044095426674965,0,0,pachai,0,2019_Jun_16_1310,model
244,0.282,100,0,22.0,600,600,5,0.5,180,225,0,10,pachai_05_0.5_180_225_00.png,0.8119026961336693,5.0,0.17019174002783577,0.05305702905556272,0,0,pachai,0,2019_Jun_16_1310,model
245,0.282,100,0,22.0,600,600,5,0.5,180,225,1,10,pachai_05_0.5_180_225_01.png,0.8119026961336693,5.0,0.1660209268890142,0.05205771431706635,0,0,pachai,0,2019_Jun_16_1310,model
246,0.282,100,0,22.0,600,600,5,0.5,180,315,0,10,pachai_05_0.5_180_315_00.png,0.8119026961336693,5.0,0.17019174002783577,0.05305702905556272,0,0,pachai,0,2019_Jun_16_1310,model
247,0.282,100,0,22.0,600,600,5,0.5,180,315,1,10,pachai_05_0.5_180_315_01.png,0.8119026961336693,5.0,0.1660564919166092,0.05206663791533152,0,0,pachai,0,2019_Jun_16_1310,model
248,0.282,100,0,22.0,600,600,5,0.5,270,45,0,10,pachai_05_0.5_270_45_00.png,0.8119026961336693,5.0,0.1702153797488128,0.05306699989962605,0,0,pachai,0,2019_Jun_16_1310,model
249,0.282,100,0,22.0,600,600,5,0.5,270,45,1,10,pachai_05_0.5_270_45_01.png,0.8119026961336693,5.0,0.16604566922965666,0.052064523127808286,0,0,pachai,0,2019_Jun_16_1310,model
250,0.282,100,0,22.0,600,600,5,0.5,270,135,0,10,pachai_05_0.5_270_135_00.png,0.8119026961336693,5.0,0.1702153797488128,0.05306699989962605,0,0,pachai,0,2019_Jun_16_1310,model
251,0.282,100,0,22.0,600,600,5,0.5,270,135,1,10,pachai_05_0.5_270_135_01.png,0.8119026961336693,5.0,0.1660101000273213,0.05205083744972674,0,0,pachai,0,2019_Jun_16_1310,model
252,0.282,100,0,22.0,600,600,5,0.5,270,225,0,10,pachai_05_0.5_270_225_00.png,0.8119026961336693,5.0,0.1702153797488128,0.05306699989962605,0,0,pachai,0,2019_Jun_16_1310,model
253,0.282,100,0,22.0,600,600,5,0.5,270,225,1,10,pachai_05_0.5_270_225_01.png,0.8119026961336693,5.0,0.16604566922965666,0.05206806401962154,0,0,pachai,0,2019_Jun_16_1310,model
254,0.282,100,0,22.0,600,600,5,0.5,270,315,0,10,pachai_05_0.5_270_315_00.png,0.8119026961336693,5.0,0.1702153797488128,0.05306699989962605,0,0,pachai,0,2019_Jun_16_1310,model
255,0.282,100,0,22.0,600,600,5,0.5,270,315,1,10,pachai_05_0.5_270_315_01.png,0.8119026961336693,5.0,0.16608122471805317,0.052081322320115954,0,0,pachai,0,2019_Jun_16_1310,model
256,0.282,100,0,22.0,600,600,5,0.9,0,45,0,10,pachai_05_0.9_00_45_00.png,0.8119026961336693,5.0,0.1784032541216894,0.0562205200441629,0,0,pachai,0,2019_Jun_16_1310,model
257,0.282,100,0,22.0,600,600,5,0.9,0,45,1,10,pachai_05_0.9_00_45_01.png,0.8119026961336693,5.0,0.1746275046235665,0.0552581234128101,0,0,pachai,0,2019_Jun_16_1310,model
258,0.282,100,0,22.0,600,600,5,0.9,0,135,0,10,pachai_05_0.9_00_135_00.png,0.8119026961336693,5.0,0.1784032541216894,0.0562205200441629,0,0,pachai,0,2019_Jun_16_1310,model
259,0.282,100,0,22.0,600,600,5,0.9,0,135,1,10,pachai_05_0.9_00_135_01.png,0.8119026961336693,5.0,0.17460077868771293,0.0552483722228431,0,0,pachai,0,2019_Jun_16_1310,model
